987000001,2016-06-01
987000002,2016-03-01
987000014,2016-12-01
987000018,2016-12-01
987000023,2016-12-01
987000029,2016-12-01
987000036,2016-12-01
987000044,2016-12-01
987000053,2016-12-01
987000063,2016-12-01
987000074,2016-12-01
987000086,2016-12-01
987000099,2016-12-01
987000113,2016-12-01
987000128,2016-12-01
987000144,2016-12-01
987000161,2016-12-01
987000179,2016-12-01
987000198,2016-12-01
987000218,2016-12-01
987000239,2016-12-01
987000261,2016-12-01
987000284,2016-12-01
987000308,2016-12-01
987000333,2016-12-01
987000359,2016-12-01
987000386,2016-12-01
987000414,2016-12-01
987000443,2016-12-01
987000473,2016-12-01
987000504,2016-12-01
987000536,2016-12-01
987000569,2016-12-01
987000603,2016-12-01
987000638,2016-12-01
987000674,2016-12-01
987000711,2016-12-01
987000749,2016-12-01
987000788,2016-12-01
987000828,2016-12-01
987000869,2016-12-01
987000911,2016-12-01
987000954,2016-12-01
987000998,2016-12-01
987001043,2016-12-01
987001089,2016-12-01
987001136,2016-12-01
987001184,2016-12-01
987001233,2016-12-01
987001283,2016-12-01
987001334,2016-12-01
987001386,2016-12-01
987001439,2016-12-01
987001493,2016-12-01
987001548,2016-12-01
987001604,2016-12-01
987001661,2016-12-01
987001719,2016-12-01
987001778,2016-12-01
987001838,2016-12-01
987001899,2016-12-01
987001961,2016-12-01
987002024,2016-12-01
987002088,2016-12-01
987002153,2016-12-01
987002219,2016-12-01
987002286,2016-12-01
987002354,2016-12-01
987002423,2016-12-01
987002493,2016-12-01
987002564,2016-12-01
987002636,2016-12-01
987002709,2016-12-01
987002783,2016-12-01
987002858,2016-12-01
987002934,2016-12-01
987003011,2016-12-01
987003089,2016-12-01
987003168,2016-12-01
987003248,2016-12-01
987003329,2016-12-01
987003411,2016-12-01
987003494,2016-12-01
987003578,2016-12-01
987003663,2016-12-01
987003749,2016-12-01
987003836,2016-12-01
987003924,2016-12-01
987004013,2016-12-01
987004103,2016-12-01
987004194,2016-12-01
987004286,2016-12-01
987004379,2016-12-01
987004473,2016-12-01
987004568,2016-12-01
987004664,2016-12-01
987004761,2016-12-01
987004859,2016-12-01
987004958,2016-12-01
987005058,2016-12-01
987005159,2016-12-01
987005261,2016-12-01
987005364,2016-12-01
987005468,2016-12-01
987005573,2016-12-01
987005679,2016-12-01
987005786,2016-12-01
987005894,2016-12-01
987006003,2016-12-01
987006113,2016-12-01
987006224,2016-12-01
987006336,2016-12-01
987006449,2016-12-01
987006563,2016-12-01
987006678,2016-12-01
987006794,2016-12-01
987006911,2016-12-01
987007029,2016-12-01
987007148,2016-12-01
987007268,2016-12-01
987007389,2016-12-01
987007511,2016-12-01
987007634,2016-12-01
987007758,2016-12-01
987007883,2016-12-01
987008009,2016-12-01
987008136,2016-12-01
987008264,2016-12-01
987008393,2016-12-01
987008523,2016-12-01
987008654,2016-12-01
987008786,2016-12-01
987008919,2016-12-01
987009053,2016-12-01
987009188,2016-12-01
987009324,2016-12-01
987009461,2016-12-01
987009599,2016-12-01
987009738,2016-12-01
987009878,2016-12-01
987010019,2016-12-01
987010161,2016-12-01
987010304,2016-12-01
987010448,2016-12-01
987010593,2016-12-01
987010739,2016-12-01
987010886,2016-12-01
987011034,2016-12-01
987011183,2016-12-01
987011333,2016-12-01
987011484,2016-12-01
987011636,2016-12-01
987011789,2016-12-01
987011943,2016-12-01
987012098,2016-12-01
987012254,2016-12-01
987012411,2016-12-01
987012569,2016-12-01
987012728,2016-12-01
987012888,2016-12-01
987013049,2016-12-01
987013211,2016-12-01
987013374,2016-12-01
987013538,2016-12-01
987013703,2016-12-01
987013869,2016-12-01
987014036,2016-12-01
987014204,2016-12-01
987014373,2016-12-01
987014543,2016-12-01
987014714,2016-12-01
987014886,2016-12-01
987015059,2016-12-01
987015233,2016-12-01
987015408,2016-12-01
987015584,2016-12-01
987015761,2016-12-01
987015939,2016-12-01
987016118,2016-12-01
987016298,2016-12-01
987016479,2016-12-01
987016661,2016-12-01
987016844,2016-12-01
987017028,2016-12-01
987017213,2016-12-01
987017399,2016-12-01
987017586,2016-12-01
987017774,2016-12-01
987017963,2016-12-01
987018153,2016-12-01
987018344,2016-12-01
987018536,2016-12-01
987018729,2016-12-01
987018923,2016-12-01
987019118,2016-12-01
987019314,2016-12-01
987019511,2016-12-01
987019709,2016-12-01
987019908,2016-12-01
987020108,2016-12-01
987020309,2016-12-01
987020511,2016-12-01
987020714,2016-12-01
987020918,2016-12-01
987021123,2016-12-01
987021329,2016-12-01
987021536,2016-12-01
987021744,2016-12-01
987021953,2016-12-01
987022163,2016-12-01
987022374,2016-12-01
987022586,2016-12-01
987022799,2016-12-01
987023013,2016-12-01
987023228,2016-12-01
987023444,2016-12-01
987023661,2016-12-01
987023879,2016-12-01
987024098,2016-12-01
987024318,2016-12-01
987024539,2016-12-01
987024761,2016-12-01
987024984,2016-12-01
987025208,2016-12-01
987025433,2016-12-01
987025659,2016-12-01
987025886,2016-12-01
987026114,2016-12-01
987026343,2016-12-01
987026573,2016-12-01
987026804,2016-12-01
987027036,2016-12-01
987027269,2016-12-01
987027503,2016-12-01
987027738,2016-12-01
987027974,2016-12-01
987028211,2016-12-01
987028449,2016-12-01
987028688,2016-12-01
987028928,2016-12-01
987029169,2016-12-01
987029411,2016-12-01
987029654,2016-12-01
987029898,2016-12-01
987030143,2016-12-01
987030389,2016-12-01
987030636,2016-12-01
987030884,2016-12-01
987031133,2016-12-01
987031383,2016-12-01
987031634,2016-12-01
987031886,2016-12-01
987032139,2016-12-01
987032393,2016-12-01
987032648,2016-12-01
987032904,2016-12-01
987033161,2016-12-01
987033419,2016-12-01
987033678,2016-12-01
987033938,2016-12-01
987034199,2016-12-01
987034461,2016-12-01
987034724,2016-12-01
987034988,2016-12-01
987035253,2016-12-01
987035519,2016-12-01
987035786,2016-12-01
987036054,2016-12-01
987036323,2016-12-01
987036593,2016-12-01
987036864,2016-12-01
987037136,2016-12-01
987037409,2016-12-01
987037683,2016-12-01
987037958,2016-12-01
987038234,2016-12-01
987038511,2016-12-01
987038789,2016-12-01
987039068,2016-12-01
987039348,2016-12-01
987039629,2016-12-01
987039911,2016-12-01
987040194,2016-12-01
987040478,2016-12-01
987040763,2016-12-01
987041049,2016-12-01
987041336,2016-12-01
987041624,2016-12-01
987041913,2016-12-01
987042203,2016-12-01
987042494,2016-12-01
987042786,2016-12-01
987043079,2016-12-01
987043373,2016-12-01
987043668,2016-12-01
987043964,2016-12-01
987044261,2016-12-01
987044559,2016-12-01
987044858,2016-12-01
987045158,2016-12-01
987045459,2016-12-01
987045761,2016-12-01
987046064,2016-12-01
987046368,2016-12-01
987046673,2016-12-01
987046979,2016-12-01
987047286,2016-12-01
987047594,2016-12-01
987047903,2016-12-01
987048213,2016-12-01
987048524,2016-12-01
987048836,2016-12-01
987049149,2016-12-01
987049463,2016-12-01
987049778,2016-12-01
987050094,2016-12-01
987050411,2016-12-01
987050729,2016-12-01
987051048,2016-12-01
987051368,2016-12-01
987051689,2016-12-01
987052011,2016-12-01
987052334,2016-12-01
987052658,2016-12-01
987052983,2016-12-01
987053309,2016-12-01
987053636,2016-12-01
987053964,2016-12-01
987054293,2016-12-01
987054623,2016-12-01
987054954,2016-12-01
987055286,2016-12-01
987055619,2016-12-01
987055953,2016-12-01
987056288,2016-12-01
987056624,2016-12-01
987056961,2016-12-01
987057299,2016-12-01
987057638,2016-12-01
987057978,2016-12-01
987058319,2016-12-01
987058661,2016-12-01
987059004,2016-12-01
987059348,2016-12-01
987059693,2016-12-01
987060039,2016-12-01
987060386,2016-12-01
987060734,2016-12-01
987061083,2016-12-01
987061433,2016-12-01
987061784,2016-12-01
987062136,2016-12-01
987062489,2016-12-01
987062843,2016-12-01
987063198,2016-12-01
987063554,2016-12-01
987063911,2016-12-01
987064269,2016-12-01
987064628,2016-12-01
987064988,2016-12-01
987065349,2016-12-01
987065711,2016-12-01
987066074,2016-12-01
987066438,2016-12-01
987066803,2016-12-01
987067169,2016-12-01
987067536,2016-12-01
987067904,2016-12-01
987068273,2016-12-01
987068643,2016-12-01
987069014,2016-12-01
987069386,2016-12-01
987069759,2016-12-01
987070133,2016-12-01
987070508,2016-12-01
987070884,2016-12-01
987071261,2016-12-01
987071639,2016-12-01
987072018,2016-12-01
987072398,2016-12-01
987072779,2016-12-01
987073161,2016-12-01
987073544,2016-12-01
987073928,2016-12-01
987074313,2016-12-01
987074699,2016-12-01
987075086,2016-12-01
987075474,2016-12-01
987075863,2016-12-01
987076253,2016-12-01
987076644,2016-12-01
987077036,2016-12-01
987077429,2016-12-01
987077823,2016-12-01
987078218,2016-12-01
987078614,2016-12-01
987079011,2016-12-01
987079409,2016-12-01
